ID,Index,Region,SalesRep,Month,CustomerRating,CustomerSegment,SalesTargetAchieved,Product,Sales,Profit,Discount%
1042,261,North,Alice,Feb,2,Commercial,No,AirConditioner,88,35.2,17
1043,261,North,Alice,Feb,2,Commercial,No,Fridge,64,32,11
1044,261,North,Alice,Feb,2,Commercial,No,Television,115,28.75,7
1045,262,South,Charlie,Feb,1,Commercial,Yes,Computer,174,52.2,10
1046,262,South,Charlie,Feb,1,Commercial,Yes,AirConditioner,29,11.6,16
1047,262,South,Charlie,Feb,1,Commercial,Yes,Fridge,88,44,5
1048,262,South,Charlie,Feb,1,Commercial,Yes,Television,90,22.5,2
1049,263,North,Eve,Feb,2,Corporate,Yes,Computer,124,37.2,8
1050,263,North,Eve,Feb,2,Corporate,Yes,AirConditioner,16,6.4,6
1051,263,North,Eve,Feb,2,Corporate,Yes,Fridge,49,24.5,4
1052,263,North,Eve,Feb,2,Corporate,Yes,Television,84,21,4
1053,264,North,Diana,Feb,3,Residential,Yes,Computer,197,59.1,8
1054,264,North,Diana,Feb,3,Residential,Yes,AirConditioner,29,11.6,17
1055,264,North,Diana,Feb,3,Residential,Yes,Fridge,7,3.5,0
1056,264,North,Diana,Feb,3,Residential,Yes,Television,38,9.5,10
1057,265,East,Charlie,Mar,2,Residential,No,Computer,40,12,27
1058,265,East,Charlie,Mar,2,Residential,No,AirConditioner,15,6,12
1059,265,East,Charlie,Mar,2,Residential,No,Fridge,78,39,18
1060,265,East,Charlie,Mar,2,Residential,No,Television,83,20.75,1
1061,266,South,Bob,Jan,2,Residential,No,Computer,20,6,7
1062,266,South,Bob,Jan,2,Residential,No,AirConditioner,68,27.2,19
1063,266,South,Bob,Jan,2,Residential,No,Fridge,3,1.5,9
1064,266,South,Bob,Jan,2,Residential,No,Television,27,6.75,9
1065,267,West,Eve,Mar,1,Residential,Yes,Computer,96,28.8,2
1066,267,West,Eve,Mar,1,Residential,Yes,AirConditioner,130,52,19
1067,267,West,Eve,Mar,1,Residential,Yes,Fridge,46,23,13
1068,267,West,Eve,Mar,1,Residential,Yes,Television,89,22.25,9
1069,268,West,Eve,Feb,3,Commercial,Yes,Computer,130,39,20
1070,268,West,Eve,Feb,3,Commercial,Yes,AirConditioner,54,21.6,9
1071,268,West,Eve,Feb,3,Commercial,Yes,Fridge,24,12,2
1072,268,West,Eve,Feb,3,Commercial,Yes,Television,104,26,11
1073,269,East,Charlie,Mar,4,Corporate,Yes,Computer,139,41.7,17
1074,269,East,Charlie,Mar,4,Corporate,Yes,AirConditioner,93,37.2,0
1075,269,East,Charlie,Mar,4,Corporate,Yes,Fridge,40,20,5
1076,269,East,Charlie,Mar,4,Corporate,Yes,Television,102,25.5,3
1077,270,East,Charlie,Jan,2,Residential,No,Computer,114,34.2,13
1078,270,East,Charlie,Jan,2,Residential,No,AirConditioner,103,41.2,1
1079,270,East,Charlie,Jan,2,Residential,No,Fridge,21,10.5,4
1080,270,East,Charlie,Jan,2,Residential,No,Television,116,29,11
1081,271,South,Diana,Mar,4,Residential,No,Computer,36,10.8,2
1082,271,South,Diana,Mar,4,Residential,No,AirConditioner,76,30.4,16
1083,271,South,Diana,Mar,4,Residential,No,Fridge,82,41,16
1084,271,South,Diana,Mar,4,Residential,No,Television,87,21.75,3
1085,272,West,Alice,Jan,5,Residential,Yes,Computer,11,3.3,16
1086,272,West,Alice,Jan,5,Residential,Yes,AirConditioner,100,40,21
1087,272,West,Alice,Jan,5,Residential,Yes,Fridge,33,16.5,17
1088,272,West,Alice,Jan,5,Residential,Yes,Television,93,23.25,11
1089,273,West,Charlie,Mar,1,Residential,Yes,Computer,112,33.6,3
1090,273,West,Charlie,Mar,1,Residential,Yes,AirConditioner,18,7.2,2
1091,273,West,Charlie,Mar,1,Residential,Yes,Fridge,69,34.5,11
1092,273,West,Charlie,Mar,1,Residential,Yes,Television,15,3.75,12
1093,274,West,Charlie,Jan,2,Residential,No,Computer,110,33,20
1094,274,West,Charlie,Jan,2,Residential,No,AirConditioner,5,2,16
1095,274,West,Charlie,Jan,2,Residential,No,Fridge,89,44.5,4
1096,274,West,Charlie,Jan,2,Residential,No,Television,59,14.75,7
1097,275,North,Bob,Jan,2,Residential,No,Computer,30,9,27
1098,275,North,Bob,Jan,2,Residential,No,AirConditioner,29,11.6,11
1099,275,North,Bob,Jan,2,Residential,No,Fridge,44,22,8
1100,275,North,Bob,Jan,2,Residential,No,Television,3,0.75,2
1101,276,West,Eve,Feb,2,Commercial,No,Computer,67,20.1,17
1102,276,West,Eve,Feb,2,Commercial,No,AirConditioner,76,30.4,23
1103,276,West,Eve,Feb,2,Commercial,No,Fridge,84,42,11
1104,276,West,Eve,Feb,2,Commercial,No,Television,10,2.5,4
1105,277,North,Alice,Jan,1,Residential,No,Computer,142,42.6,14
1106,277,North,Alice,Jan,1,Residential,No,AirConditioner,73,29.2,11
1107,277,North,Alice,Jan,1,Residential,No,Fridge,28,14,19
1108,277,North,Alice,Jan,1,Residential,No,Television,79,19.75,10
1109,278,South,Bob,Feb,1,Commercial,No,Computer,189,56.7,18
1110,278,South,Bob,Feb,1,Commercial,No,AirConditioner,137,54.8,19
1111,278,South,Bob,Feb,1,Commercial,No,Fridge,15,7.5,8
1112,278,South,Bob,Feb,1,Commercial,No,Television,80,20,4
1113,279,North,Diana,Feb,2,Commercial,Yes,Computer,182,54.6,27
1114,279,North,Diana,Feb,2,Commercial,Yes,AirConditioner,109,43.6,9
1115,279,North,Diana,Feb,2,Commercial,Yes,Fridge,60,30,2
1116,279,North,Diana,Feb,2,Commercial,Yes,Television,17,4.25,1
1117,280,South,Diana,Feb,1,Residential,Yes,Computer,94,28.2,21
1118,280,South,Diana,Feb,1,Residential,Yes,AirConditioner,27,10.8,6
1119,280,South,Diana,Feb,1,Residential,Yes,Fridge,20,10,0
1120,280,South,Diana,Feb,1,Residential,Yes,Television,83,20.75,8
1121,281,West,Charlie,Mar,1,Commercial,Yes,Computer,104.59,31.38,5
1122,281,West,Charlie,Mar,1,Commercial,Yes,AirConditioner,13,5.2,9
1123,281,West,Charlie,Mar,1,Commercial,Yes,Fridge,69,34.5,14
1124,281,West,Charlie,Mar,1,Commercial,Yes,Television,11,2.75,3
1125,282,West,Charlie,Mar,2,Commercial,No,Computer,29,8.7,14
1126,282,West,Charlie,Mar,2,Commercial,No,AirConditioner,122,48.8,17
1127,282,West,Charlie,Mar,2,Commercial,No,Fridge,89,44.5,9
1128,282,West,Charlie,Mar,2,Commercial,No,Television,48,12,8
1129,283,South,Diana,Mar,3,Commercial,Yes,Computer,70,21,6
1130,283,South,Diana,Mar,3,Commercial,Yes,AirConditioner,98,39.2,21
1131,283,South,Diana,Mar,3,Commercial,Yes,Fridge,5,2.5,13
1132,283,South,Diana,Mar,3,Commercial,Yes,Television,5,1.25,8
1133,284,East,Charlie,Mar,4,Residential,Yes,Computer,47,14.1,11
1134,284,East,Charlie,Mar,4,Residential,Yes,AirConditioner,148,59.2,5
1135,284,East,Charlie,Mar,4,Residential,Yes,Fridge,57,28.5,6
1136,284,East,Charlie,Mar,4,Residential,Yes,Television,69,17.25,1
1137,285,South,Alice,Jan,4,Residential,Yes,Computer,157,47.1,15
1138,285,South,Alice,Jan,4,Residential,Yes,AirConditioner,37,14.8,6
1139,285,South,Alice,Jan,4,Residential,Yes,Fridge,91,45.5,3
1140,285,South,Alice,Jan,4,Residential,Yes,Television,64,16,8
1141,286,East,Charlie,Jan,2,Corporate,Yes,Computer,34,10.2,8
1142,286,East,Charlie,Jan,2,Corporate,Yes,AirConditioner,134,53.6,16
1143,286,East,Charlie,Jan,2,Corporate,Yes,Fridge,93,46.5,4
1144,286,East,Charlie,Jan,2,Corporate,Yes,Television,14,3.5,8
1145,287,North,Eve,Mar,1,Commercial,No,Computer,139,41.7,19
1146,287,North,Eve,Mar,1,Commercial,No,AirConditioner,18,7.2,11
1147,287,North,Eve,Mar,1,Commercial,No,Fridge,60,30,19
1148,287,North,Eve,Mar,1,Commercial,No,Television,50,12.5,1
1149,288,North,Charlie,Jan,2,Residential,Yes,Computer,130,39,4
1150,288,North,Charlie,Jan,2,Residential,Yes,AirConditioner,5,2,16
1151,288,North,Charlie,Jan,2,Residential,Yes,Fridge,65,32.5,15
1152,288,North,Charlie,Jan,2,Residential,Yes,Television,26,6.5,10
1153,289,North,Bob,Jan,2,Residential,Yes,Computer,169,50.7,10
1154,289,North,Bob,Jan,2,Residential,Yes,AirConditioner,94,37.6,17
1155,289,North,Bob,Jan,2,Residential,Yes,Fridge,93,46.5,2
1156,289,North,Bob,Jan,2,Residential,Yes,Television,72,18,12
1157,290,West,Alice,Feb,4,Residential,No,Computer,35,10.5,1
1158,290,West,Alice,Feb,4,Residential,No,AirConditioner,93,37.2,13
1159,290,West,Alice,Feb,4,Residential,No,Fridge,54,27,16
1160,290,West,Alice,Feb,4,Residential,No,Television,69,17.25,5
1161,291,North,Bob,Feb,2,Residential,Yes,Computer,178,53.4,21
1162,291,North,Bob,Feb,2,Residential,Yes,AirConditioner,148,59.2,10
1163,291,North,Bob,Feb,2,Residential,Yes,Fridge,91,45.5,12
1164,291,North,Bob,Feb,2,Residential,Yes,Television,7,1.75,8
1165,292,East,Bob,Feb,1,Commercial,No,Computer,76,22.8,15
1166,292,East,Bob,Feb,1,Commercial,No,AirConditioner,94,37.6,1
1167,292,East,Bob,Feb,1,Commercial,No,Fridge,26,13,5
1168,292,East,Bob,Feb,1,Commercial,No,Television,16,4,3
1169,293,North,Eve,Feb,3,Residential,No,Computer,10,3,3
1170,293,North,Eve,Feb,3,Residential,No,AirConditioner,18,7.2,20
1171,293,North,Eve,Feb,3,Residential,No,Fridge,74,37,4
1172,293,North,Eve,Feb,3,Residential,No,Television,55,13.75,1
1173,294,South,Alice,Jan,2,Residential,No,Computer,60,18,4
1174,294,South,Alice,Jan,2,Residential,No,AirConditioner,115,46,0
1175,294,South,Alice,Jan,2,Residential,No,Fridge,11,5.5,15
1176,294,South,Alice,Jan,2,Residential,No,Television,78,19.5,6
1177,295,South,Alice,Mar,5,Commercial,No,Computer,14,4.2,6
1178,295,South,Alice,Mar,5,Commercial,No,AirConditioner,147,58.8,10
1179,295,South,Alice,Mar,5,Commercial,No,Fridge,39,19.5,10
1180,295,South,Alice,Mar,5,Commercial,No,Television,101,25.25,14
1181,296,West,Alice,Jan,5,Residential,Yes,Computer,22,6.6,5
1182,296,West,Alice,Jan,5,Residential,Yes,AirConditioner,87,34.8,1
1183,296,West,Alice,Jan,5,Residential,Yes,Fridge,96,48,16
1184,296,West,Alice,Jan,5,Residential,Yes,Television,56,14,8
1185,297,South,Alice,Jan,4,Commercial,Yes,Computer,156,46.8,23
1186,297,South,Alice,Jan,4,Commercial,Yes,AirConditioner,76,30.4,15
1187,297,South,Alice,Jan,4,Commercial,Yes,Fridge,85,42.5,4
1188,297,South,Alice,Jan,4,Commercial,Yes,Television,105,26.25,5
1189,298,East,Alice,Jan,2,Commercial,Yes,Computer,149,44.7,21
1190,298,East,Alice,Jan,2,Commercial,Yes,AirConditioner,134,53.6,21
1191,298,East,Alice,Jan,2,Commercial,Yes,Fridge,55,27.5,5
1192,298,East,Alice,Jan,2,Commercial,Yes,Television,4,1,10
1193,299,North,Eve,Feb,4,Residential,Yes,Computer,57,17.1,9
1194,299,North,Eve,Feb,4,Residential,Yes,AirConditioner,31,12.4,2
1195,299,North,Eve,Feb,4,Residential,Yes,Fridge,82,41,9
1196,299,North,Eve,Feb,4,Residential,Yes,Television,100,25,10
1197,300,West,Charlie,Feb,1,Commercial,Yes,Computer,162,48.6,13
1198,300,West,Charlie,Feb,1,Commercial,Yes,AirConditioner,78,31.2,19
1199,300,West,Charlie,Feb,1,Commercial,Yes,Fridge,26,13,0
1200,300,West,Charlie,Feb,1,Commercial,Yes,Television,48,12,13
1201,301,North,Bob,Feb,2,Commercial,Yes,Computer,66,19.8,7
1202,301,North,Bob,Feb,2,Commercial,Yes,AirConditioner,76,30.4,0
1203,301,North,Bob,Feb,2,Commercial,Yes,Fridge,23,11.5,9
1204,301,North,Bob,Feb,2,Commercial,Yes,Television,17,4.25,3
1205,302,North,Alice,Mar,4,Residential,No,Computer,124,37.2,28
1206,302,North,Alice,Mar,4,Residential,No,AirConditioner,76,30.4,20
1207,302,North,Alice,Mar,4,Residential,No,Fridge,42,21,16
1208,302,North,Alice,Mar,4,Residential,No,Television,111,27.75,0
1209,303,East,Charlie,Jan,1,Residential,Yes,Computer,44,13.2,13
1210,303,East,Charlie,Jan,1,Residential,Yes,AirConditioner,27,10.8,19
1211,303,East,Charlie,Jan,1,Residential,Yes,Fridge,64,32,2
1212,303,East,Charlie,Jan,1,Residential,Yes,Television,36,9,3
1213,304,South,Charlie,Mar,4,Commercial,Yes,Computer,85,25.5,13
1214,304,South,Charlie,Mar,4,Commercial,Yes,AirConditioner,72,28.8,7
1215,304,South,Charlie,Mar,4,Commercial,Yes,Fridge,72,36,1
1216,304,South,Charlie,Mar,4,Commercial,Yes,Television,70,17.5,2
1217,305,South,Bob,Feb,2,Corporate,Yes,Computer,103,30.9,19
1218,305,South,Bob,Feb,2,Corporate,Yes,AirConditioner,146,58.4,18
1219,305,South,Bob,Feb,2,Corporate,Yes,Fridge,71,35.5,16
1220,305,South,Bob,Feb,2,Corporate,Yes,Television,80,20,6
1221,306,North,Eve,Mar,2,Commercial,Yes,Computer,14,4.2,27
1222,306,North,Eve,Mar,2,Commercial,Yes,AirConditioner,121,48.4,0
1223,306,North,Eve,Mar,2,Commercial,Yes,Fridge,16,8,3
1224,306,North,Eve,Mar,2,Commercial,Yes,Television,93,23.25,10
1225,307,West,Diana,Jan,5,Residential,No,Computer,31,9.3,22
1226,307,West,Diana,Jan,5,Residential,No,AirConditioner,110,44,4
1227,307,West,Diana,Jan,5,Residential,No,Fridge,44,22,1
1228,307,West,Diana,Jan,5,Residential,No,Television,100,25,12
1229,308,South,Diana,Jan,1,Commercial,Yes,Computer,112,33.6,2
1230,308,South,Diana,Jan,1,Commercial,Yes,AirConditioner,97,38.8,0
1231,308,South,Diana,Jan,1,Commercial,Yes,Fridge,52,26,4
1232,308,South,Diana,Jan,1,Commercial,Yes,Television,38,9.5,10
1233,309,West,Charlie,Feb,3,Residential,No,Computer,194,58.2,0
1234,309,West,Charlie,Feb,3,Residential,No,AirConditioner,69,27.6,10
1235,309,West,Charlie,Feb,3,Residential,No,Fridge,63,31.5,9
1236,309,West,Charlie,Feb,3,Residential,No,Television,101,25.25,9
1237,310,South,Bob,Feb,3,Commercial,Yes,Computer,184,55.2,28
1238,310,South,Bob,Feb,3,Commercial,Yes,AirConditioner,72,28.8,20
1239,310,South,Bob,Feb,3,Commercial,Yes,Fridge,6,3,0
1240,310,South,Bob,Feb,3,Commercial,Yes,Television,112,28,4
1241,311,West,Diana,Mar,3,Commercial,Yes,Computer,191,57.3,8
1242,311,West,Diana,Mar,3,Commercial,Yes,AirConditioner,132,52.8,8
1243,311,West,Diana,Mar,3,Commercial,Yes,Fridge,74,37,0
1244,311,West,Diana,Mar,3,Commercial,Yes,Television,62,15.5,11
1245,312,East,Charlie,Feb,2,Commercial,Yes,Computer,140,42,8
1246,312,East,Charlie,Feb,2,Commercial,Yes,AirConditioner,67,26.8,4
1247,312,East,Charlie,Feb,2,Commercial,Yes,Fridge,90,45,3
1248,312,East,Charlie,Feb,2,Commercial,Yes,Television,48,12,2
1249,313,West,Eve,Feb,5,Corporate,No,Computer,133,39.9,21
1250,313,West,Eve,Feb,5,Corporate,No,AirConditioner,117,46.8,1
1251,313,West,Eve,Feb,5,Corporate,No,Fridge,77,38.5,6
1252,313,West,Eve,Feb,5,Corporate,No,Television,10,2.5,13
1253,314,East,Diana,Jan,4,Commercial,Yes,Computer,62,18.6,1
1254,314,East,Diana,Jan,4,Commercial,Yes,AirConditioner,94,37.6,12
1255,314,East,Diana,Jan,4,Commercial,Yes,Fridge,19,9.5,13
1256,314,East,Diana,Jan,4,Commercial,Yes,Television,105,26.25,1
1257,315,East,Charlie,Feb,2,Commercial,Yes,Computer,168,50.4,15
1258,315,East,Charlie,Feb,2,Commercial,Yes,AirConditioner,85,34,17
1259,315,East,Charlie,Feb,2,Commercial,Yes,Fridge,87,43.5,13
1260,315,East,Charlie,Feb,2,Commercial,Yes,Television,36,9,12
1261,316,West,Charlie,Feb,2,Residential,Yes,Computer,78,23.4,7
1262,316,West,Charlie,Feb,2,Residential,Yes,AirConditioner,107,42.8,24
1263,316,West,Charlie,Feb,2,Residential,Yes,Fridge,59,29.5,17
1264,316,West,Charlie,Feb,2,Residential,Yes,Television,29,7.25,1
1265,317,East,Alice,Jan,1,Corporate,No,Computer,113,33.9,25
1266,317,East,Alice,Jan,1,Corporate,No,AirConditioner,120,48,11
1267,317,East,Alice,Jan,1,Corporate,No,Fridge,92,46,1
1268,317,East,Alice,Jan,1,Corporate,No,Television,78,19.5,4
1269,318,North,Eve,Jan,5,Corporate,No,Computer,170,51,5
1270,318,North,Eve,Jan,5,Corporate,No,AirConditioner,17,6.8,13
1271,318,North,Eve,Jan,5,Corporate,No,Fridge,50,25,0
1272,318,North,Eve,Jan,5,Corporate,No,Television,4,1,12
1273,319,East,Alice,Mar,2,Residential,Yes,Computer,187,56.1,22
1274,319,East,Alice,Mar,2,Residential,Yes,AirConditioner,128,51.2,4
1275,319,East,Alice,Mar,2,Residential,Yes,Fridge,46,23,15
1276,319,East,Alice,Mar,2,Residential,Yes,Television,44,11,12
1277,320,South,Bob,Feb,1,Residential,Yes,Computer,25,7.5,12
1278,320,South,Bob,Feb,1,Residential,Yes,AirConditioner,92,36.8,23
1279,320,South,Bob,Feb,1,Residential,Yes,Fridge,47,23.5,17
1280,320,South,Bob,Feb,1,Residential,Yes,Television,56,14,7
1281,321,West,Alice,Jan,4,Residential,No,Computer,104.59,31.38,0
1282,321,West,Alice,Jan,4,Residential,No,AirConditioner,15,6,9
1283,321,West,Alice,Jan,4,Residential,No,Fridge,93,46.5,15
1284,321,West,Alice,Jan,4,Residential,No,Television,42,10.5,7
1285,322,North,Alice,Mar,2,Commercial,No,Computer,85,25.5,18
1286,322,North,Alice,Mar,2,Commercial,No,AirConditioner,19,7.6,19
1287,322,North,Alice,Mar,2,Commercial,No,Fridge,82,41,5
1288,322,North,Alice,Mar,2,Commercial,No,Television,100,25,13
1289,323,West,Diana,Mar,2,Commercial,No,Computer,118,35.4,14
1290,323,West,Diana,Mar,2,Commercial,No,AirConditioner,14,5.6,1
1291,323,West,Diana,Mar,2,Commercial,No,Fridge,92,46,9
1292,323,West,Diana,Mar,2,Commercial,No,Television,114,28.5,11
1293,324,South,Charlie,Feb,2,Residential,No,Computer,48,14.4,0
1294,324,South,Charlie,Feb,2,Residential,No,AirConditioner,45,18,3
1295,324,South,Charlie,Feb,2,Residential,No,Fridge,35,17.5,1
1296,324,South,Charlie,Feb,2,Residential,No,Television,109,27.25,4
1297,325,South,Eve,Feb,1,Corporate,No,Computer,98,29.4,9
1298,325,South,Eve,Feb,1,Corporate,No,AirConditioner,77,30.8,11
1299,325,South,Eve,Feb,1,Corporate,No,Fridge,33,16.5,6
1300,325,South,Eve,Feb,1,Corporate,No,Television,13,3.25,12
1301,326,South,Alice,Mar,2,Residential,Yes,Computer,183,54.9,0
1302,326,South,Alice,Mar,2,Residential,Yes,AirConditioner,56,22.4,10
1303,326,South,Alice,Mar,2,Residential,Yes,Fridge,49,24.5,16
1304,326,South,Alice,Mar,2,Residential,Yes,Television,46,11.5,1
1305,327,East,Eve,Jan,1,Commercial,No,Computer,121,36.3,27
1306,327,East,Eve,Jan,1,Commercial,No,AirConditioner,132,52.8,3
1307,327,East,Eve,Jan,1,Commercial,No,Fridge,8,4,2
1308,327,East,Eve,Jan,1,Commercial,No,Television,82,20.5,12
1309,328,East,Alice,Mar,3,Residential,No,Computer,56,16.8,11
1310,328,East,Alice,Mar,3,Residential,No,AirConditioner,32,12.8,10
1311,328,East,Alice,Mar,3,Residential,No,Fridge,74,37,19
1312,328,East,Alice,Mar,3,Residential,No,Television,33,8.25,3
1313,329,West,Bob,Feb,1,Residential,Yes,Computer,181,54.3,10
1314,329,West,Bob,Feb,1,Residential,Yes,AirConditioner,69,27.6,8
1315,329,West,Bob,Feb,1,Residential,Yes,Fridge,73,36.5,11
1316,329,West,Bob,Feb,1,Residential,Yes,Television,21,5.25,6
1317,330,West,Alice,Jan,4,Residential,Yes,Computer,146,43.8,28
1318,330,West,Alice,Jan,4,Residential,Yes,AirConditioner,21,8.4,9
1319,330,West,Alice,Jan,4,Residential,Yes,Fridge,36,18,1
1320,330,West,Alice,Jan,4,Residential,Yes,Television,80,20,13
1321,331,North,Diana,Jan,2,Residential,No,Computer,137,41.1,16
1322,331,North,Diana,Jan,2,Residential,No,AirConditioner,76,30.4,5
1323,331,North,Diana,Jan,2,Residential,No,Fridge,55,27.5,6
1324,331,North,Diana,Jan,2,Residential,No,Television,79,19.75,5
1325,332,North,Charlie,Mar,2,Commercial,Yes,Computer,187,56.1,3
1326,332,North,Charlie,Mar,2,Commercial,Yes,AirConditioner,142,56.8,14
1327,332,North,Charlie,Mar,2,Commercial,Yes,Fridge,16,8,16
1328,332,North,Charlie,Mar,2,Commercial,Yes,Television,118,29.5,9
1329,333,West,Bob,Feb,5,Commercial,No,Computer,86,25.8,28
1330,333,West,Bob,Feb,5,Commercial,No,AirConditioner,67,26.8,9
1331,333,West,Bob,Feb,5,Commercial,No,Fridge,18,9,18
1332,333,West,Bob,Feb,5,Commercial,No,Television,57,14.25,6
1333,334,East,Alice,Mar,2,Residential,Yes,Computer,197,59.1,22
1334,334,East,Alice,Mar,2,Residential,Yes,AirConditioner,42,16.8,21
1335,334,East,Alice,Mar,2,Residential,Yes,Fridge,45,22.5,11
1336,334,East,Alice,Mar,2,Residential,Yes,Television,69,17.25,4
1337,335,South,Eve,Mar,4,Residential,Yes,Computer,24,7.2,6
1338,335,South,Eve,Mar,4,Residential,Yes,AirConditioner,74,29.6,20
1339,335,South,Eve,Mar,4,Residential,Yes,Fridge,75,37.5,8
1340,335,South,Eve,Mar,4,Residential,Yes,Television,70,17.5,1
1341,336,West,Bob,Mar,5,Residential,Yes,Computer,45,13.5,11
1342,336,West,Bob,Mar,5,Residential,Yes,AirConditioner,108,43.2,5
1343,336,West,Bob,Mar,5,Residential,Yes,Fridge,76,38,13
1344,336,West,Bob,Mar,5,Residential,Yes,Television,102,25.5,7
1345,337,North,Bob,Jan,2,Commercial,Yes,Computer,72,21.6,12
1346,337,North,Bob,Jan,2,Commercial,Yes,AirConditioner,57,22.8,0
1347,337,North,Bob,Jan,2,Commercial,Yes,Fridge,83,41.5,1
1348,337,North,Bob,Jan,2,Commercial,Yes,Television,67,16.75,13
1349,338,East,Alice,Jan,3,Commercial,Yes,Computer,78,23.4,4
1350,338,East,Alice,Jan,3,Commercial,Yes,AirConditioner,123,49.2,20
1351,338,East,Alice,Jan,3,Commercial,Yes,Fridge,14,7,3
1352,338,East,Alice,Jan,3,Commercial,Yes,Television,48,12,11
1353,339,West,Bob,Feb,1,Residential,Yes,Computer,178,53.4,27
1354,339,West,Bob,Feb,1,Residential,Yes,AirConditioner,78,31.2,21
1355,339,West,Bob,Feb,1,Residential,Yes,Fridge,72,36,18
1356,339,West,Bob,Feb,1,Residential,Yes,Television,76,19,1
1357,340,West,Eve,Feb,4,Commercial,No,Computer,83,24.9,5
1358,340,West,Eve,Feb,4,Commercial,No,AirConditioner,58,23.2,23
1359,340,West,Eve,Feb,4,Commercial,No,Fridge,21,10.5,15
1360,340,West,Eve,Feb,4,Commercial,No,Television,100,25,11
1361,341,East,Bob,Mar,4,Residential,No,Computer,33,9.9,1
1362,341,East,Bob,Mar,4,Residential,No,AirConditioner,24,9.6,19
1363,341,East,Bob,Mar,4,Residential,No,Fridge,43,21.5,16
1364,341,East,Bob,Mar,4,Residential,No,Television,33,8.25,7
1365,342,West,Eve,Mar,4,Corporate,Yes,Computer,58,17.4,20
1366,342,West,Eve,Mar,4,Corporate,Yes,AirConditioner,83,33.2,20
1367,342,West,Eve,Mar,4,Corporate,Yes,Fridge,55,27.5,1
1368,342,West,Eve,Mar,4,Corporate,Yes,Television,36,9,14
1369,343,East,Alice,Mar,2,Corporate,Yes,Computer,155,46.5,6
1370,343,East,Alice,Mar,2,Corporate,Yes,AirConditioner,35,14,3
1371,343,East,Alice,Mar,2,Corporate,Yes,Fridge,31,15.5,16
1372,343,East,Alice,Mar,2,Corporate,Yes,Television,33,8.25,6
1373,344,South,Charlie,Feb,5,Commercial,Yes,Computer,16,4.8,13
1374,344,South,Charlie,Feb,5,Commercial,Yes,AirConditioner,139,55.6,22
1375,344,South,Charlie,Feb,5,Commercial,Yes,Fridge,72,36,18
1376,344,South,Charlie,Feb,5,Commercial,Yes,Television,31,7.75,2
1377,345,East,Bob,Jan,2,Corporate,Yes,Computer,13,3.9,24
1378,345,East,Bob,Jan,2,Corporate,Yes,AirConditioner,62,24.8,21
1379,345,East,Bob,Jan,2,Corporate,Yes,Fridge,61,30.5,7
1380,345,East,Bob,Jan,2,Corporate,Yes,Television,21,5.25,12
1381,346,East,Charlie,Jan,2,Corporate,Yes,Computer,99,29.7,21
1382,346,East,Charlie,Jan,2,Corporate,Yes,AirConditioner,109,43.6,13
1383,346,East,Charlie,Jan,2,Corporate,Yes,Fridge,91,45.5,19
1384,346,East,Charlie,Jan,2,Corporate,Yes,Television,27,6.75,3
1385,347,East,Eve,Mar,1,Corporate,Yes,Computer,69,20.7,27
1386,347,East,Eve,Mar,1,Corporate,Yes,AirConditioner,14,5.6,19
1387,347,East,Eve,Mar,1,Corporate,Yes,Fridge,66,33,5
1388,347,East,Eve,Mar,1,Corporate,Yes,Television,91,22.75,12
1389,348,West,Bob,Mar,1,Commercial,Yes,Computer,64,19.2,13
1390,348,West,Bob,Mar,1,Commercial,Yes,AirConditioner,14,5.6,21
1391,348,West,Bob,Mar,1,Commercial,Yes,Fridge,26,13,11
1392,348,West,Bob,Mar,1,Commercial,Yes,Television,72,18,6
1393,349,West,Diana,Mar,5,Residential,Yes,Computer,25,7.5,9
1394,349,West,Diana,Mar,5,Residential,Yes,AirConditioner,43,17.2,19
1395,349,West,Diana,Mar,5,Residential,Yes,Fridge,91,45.5,17
1396,349,West,Diana,Mar,5,Residential,Yes,Television,101,25.25,3
1397,350,East,Charlie,Mar,4,Residential,Yes,Computer,38,11.4,3
1398,350,East,Charlie,Mar,4,Residential,Yes,AirConditioner,41,16.4,7
1399,350,East,Charlie,Mar,4,Residential,Yes,Fridge,18,9,1
1400,350,East,Charlie,Mar,4,Residential,Yes,Television,62,15.5,8
1401,351,West,Bob,Feb,2,Residential,No,Computer,160,48,2
1402,351,West,Bob,Feb,2,Residential,No,AirConditioner,123,49.2,10
1403,351,West,Bob,Feb,2,Residential,No,Fridge,54,27,18
1404,351,West,Bob,Feb,2,Residential,No,Television,96,24,6
1405,352,North,Charlie,Jan,3,Commercial,Yes,Computer,23,6.9,24
1406,352,North,Charlie,Jan,3,Commercial,Yes,AirConditioner,71,28.4,14
1407,352,North,Charlie,Jan,3,Commercial,Yes,Fridge,82,41,9
1408,352,North,Charlie,Jan,3,Commercial,Yes,Television,26,6.5,0
1409,353,North,Bob,Mar,3,Residential,No,Computer,88,26.4,22
1410,353,North,Bob,Mar,3,Residential,No,AirConditioner,47,18.8,18
1411,353,North,Bob,Mar,3,Residential,No,Fridge,8,4,2
1412,353,North,Bob,Mar,3,Residential,No,Television,66,16.5,0
1413,354,West,Alice,Feb,2,Residential,No,Computer,186,55.8,26
1414,354,West,Alice,Feb,2,Residential,No,AirConditioner,56,22.4,7
1415,354,West,Alice,Feb,2,Residential,No,Fridge,39,19.5,11
