ID,Index,Region,SalesRep,Month,CustomerRating,Total_Profit_original,CustomerSegment,SalesTargetAchieved,Product,Profit,Sales,Discount%
1691,423,South,Bob,Jan,4,16.75,Residential,Yes,Fridge,44.5,89,6
1692,423,South,Bob,Jan,4,16.75,Residential,Yes,Television,2.25,9,1
1693,424,East,Alice,Jan,4,38.75,Corporate,Yes,Computer,33,110,15
1694,424,East,Alice,Jan,4,38.75,Corporate,Yes,AirConditioner,22,55,22
1695,424,East,Alice,Jan,4,38.75,Corporate,Yes,Fridge,20,40,10
1696,424,East,Alice,Jan,4,38.75,Corporate,Yes,Television,0.75,3,7
1697,425,West,Diana,Feb,5,72.4,Corporate,No,Computer,16.2,54,17
1698,425,West,Diana,Feb,5,72.4,Corporate,No,AirConditioner,9.2,23,14
1699,425,West,Diana,Feb,5,72.4,Corporate,No,Fridge,30.5,61,5
1700,425,West,Diana,Feb,5,72.4,Corporate,No,Television,22.5,90,11
1701,426,North,Diana,Mar,2,123.1,Residential,Yes,Computer,55.2,184,23
1702,426,North,Diana,Mar,2,123.1,Residential,Yes,AirConditioner,50.4,126,3
1703,426,North,Diana,Mar,2,123.1,Residential,Yes,Fridge,1.5,3,14
1704,426,North,Diana,Mar,2,123.1,Residential,Yes,Television,12,48,0
1705,427,North,Charlie,Jan,2,-20.55,Residential,Yes,Computer,10.5,35,7
1706,427,North,Charlie,Jan,2,-20.55,Residential,Yes,AirConditioner,11.2,28,4
1707,427,North,Charlie,Jan,2,-20.55,Residential,Yes,Fridge,35,70,18
1708,427,North,Charlie,Jan,2,-20.55,Residential,Yes,Television,10.75,43,1
1709,428,West,Diana,Mar,4,141.75,Residential,Yes,Computer,39,130,23
1710,428,West,Diana,Mar,4,141.75,Residential,Yes,AirConditioner,12,30,14
1711,428,West,Diana,Mar,4,141.75,Residential,Yes,Fridge,23,46,13
1712,428,West,Diana,Mar,4,141.75,Residential,Yes,Television,22.75,91,11
1713,429,North,Eve,Jan,2,192.4,Commercial,Yes,Computer,45.3,151,17
1714,429,North,Eve,Jan,2,192.4,Commercial,Yes,AirConditioner,49.6,124,10
1715,429,North,Eve,Jan,2,192.4,Commercial,Yes,Fridge,24.5,49,14
1716,429,North,Eve,Jan,2,192.4,Commercial,Yes,Television,25,100,0
1717,430,West,Eve,Mar,2,145.2,Residential,Yes,Computer,57.3,191,12
1718,430,West,Eve,Mar,2,145.2,Residential,Yes,AirConditioner,34.4,86,9
1719,430,West,Eve,Mar,2,145.2,Residential,Yes,Fridge,18.5,37,5
1720,430,West,Eve,Mar,2,145.2,Residential,Yes,Television,24,96,4
1721,431,North,Charlie,Feb,1,66.85,Commercial,Yes,Computer,16.5,55,24
1722,431,North,Charlie,Feb,1,66.85,Commercial,Yes,AirConditioner,41.6,104,16
1723,431,North,Charlie,Feb,1,66.85,Commercial,Yes,Fridge,44.5,89,9
1724,431,North,Charlie,Feb,1,66.85,Commercial,Yes,Television,0.25,1,6
1725,432,South,Eve,Feb,4,15.45,Residential,No,Computer,39.3,131,26
1726,432,South,Eve,Feb,4,15.45,Residential,No,AirConditioner,8.4,21,1
1727,432,South,Eve,Feb,4,15.45,Residential,No,Fridge,46.5,93,13
1728,432,South,Eve,Feb,4,15.45,Residential,No,Television,14.25,57,5
1729,433,North,Bob,Jan,4,32.05,Residential,Yes,Computer,12,40,6
1730,433,North,Bob,Jan,4,32.05,Residential,Yes,AirConditioner,28.8,72,19
1731,433,North,Bob,Jan,4,32.05,Residential,Yes,Fridge,31,62,15
1732,433,North,Bob,Jan,4,32.05,Residential,Yes,Television,13.25,53,5
1733,434,West,Charlie,Mar,2,99.1,Residential,No,Computer,20.4,68,27
1734,434,West,Charlie,Mar,2,99.1,Residential,No,AirConditioner,19.2,48,23
1735,434,West,Charlie,Mar,2,99.1,Residential,No,Fridge,46,92,12
1736,434,West,Charlie,Mar,2,99.1,Residential,No,Television,29.5,118,5
1737,435,West,Bob,Feb,4,10.4,Residential,No,Computer,11.4,38,20
1738,435,West,Bob,Feb,4,10.4,Residential,No,AirConditioner,26,65,9
1739,435,West,Bob,Feb,4,10.4,Residential,No,Fridge,27,54,10
1740,435,West,Bob,Feb,4,10.4,Residential,No,Television,4,16,7
1741,436,West,Alice,Jan,2,183.05,Commercial,Yes,Computer,34.5,115,22
1742,436,West,Alice,Jan,2,183.05,Commercial,Yes,AirConditioner,50.8,127,19
1743,436,West,Alice,Jan,2,183.05,Commercial,Yes,Fridge,5,10,2
1744,436,West,Alice,Jan,2,183.05,Commercial,Yes,Television,12.75,51,4
1745,437,West,Bob,Jan,1,99.6,Corporate,Yes,Computer,7.8,26,23
1746,437,West,Bob,Jan,1,99.6,Corporate,Yes,AirConditioner,38.8,97,2
1747,437,West,Bob,Jan,1,99.6,Corporate,Yes,Fridge,41,82,7
1748,437,West,Bob,Jan,1,99.6,Corporate,Yes,Television,28,112,14
1749,438,West,Alice,Feb,2,170.75,Residential,No,Computer,45.3,151,24
1750,438,West,Alice,Feb,2,170.75,Residential,No,AirConditioner,31.2,78,18
1751,438,West,Alice,Feb,2,170.75,Residential,No,Fridge,21.5,43,2
1752,438,West,Alice,Feb,2,170.75,Residential,No,Television,18.75,75,9
1753,439,East,Alice,Feb,4,23.3,Commercial,Yes,Computer,51.9,173,17
1754,439,East,Alice,Feb,4,23.3,Commercial,Yes,AirConditioner,28.4,71,4
1755,439,East,Alice,Feb,4,23.3,Commercial,Yes,Fridge,2.5,5,1
1756,439,East,Alice,Feb,4,23.3,Commercial,Yes,Television,22.5,90,6
1757,440,East,Bob,Jan,2,101.5,Residential,Yes,Computer,58.5,195,5
1758,440,East,Bob,Jan,2,101.5,Residential,Yes,AirConditioner,46,115,2
1759,440,East,Bob,Jan,2,101.5,Residential,Yes,Fridge,49,98,13
1760,440,East,Bob,Jan,2,101.5,Residential,Yes,Television,26,104,2
1761,441,North,Charlie,Mar,4,100.95,Commercial,Yes,Computer,31.38,104.59,8
1762,441,North,Charlie,Mar,4,100.95,Commercial,Yes,AirConditioner,2.4,6,7
1763,441,North,Charlie,Mar,4,100.95,Commercial,Yes,Fridge,35.5,71,19
1764,441,North,Charlie,Mar,4,100.95,Commercial,Yes,Television,13.75,55,8
1765,442,West,Eve,Mar,1,64.85,Residential,No,Computer,35.4,118,28
1766,442,West,Eve,Mar,1,64.85,Residential,No,AirConditioner,37.2,93,4
1767,442,West,Eve,Mar,1,64.85,Residential,No,Fridge,43,86,14
1768,442,West,Eve,Mar,1,64.85,Residential,No,Television,0.25,1,9
1769,443,North,Eve,Mar,3,150.5,Commercial,Yes,Computer,30,100,5
1770,443,North,Eve,Mar,3,150.5,Commercial,Yes,AirConditioner,12,30,11
1771,443,North,Eve,Mar,3,150.5,Commercial,Yes,Fridge,8,16,2
1772,443,North,Eve,Mar,3,150.5,Commercial,Yes,Television,22.5,90,2
1773,444,West,Alice,Jan,4,49.4,Corporate,No,Computer,10.2,34,17
1774,444,West,Alice,Jan,4,49.4,Corporate,No,AirConditioner,41.2,103,13
1775,444,West,Alice,Jan,4,49.4,Corporate,No,Fridge,49,98,0
1776,444,West,Alice,Jan,4,49.4,Corporate,No,Television,7,28,13
1777,445,West,Alice,Feb,4,96.45,Residential,No,Computer,58.8,196,16
1778,445,West,Alice,Feb,4,96.45,Residential,No,AirConditioner,12.4,31,6
1779,445,West,Alice,Feb,4,96.45,Residential,No,Fridge,14,28,14
1780,445,West,Alice,Feb,4,96.45,Residential,No,Television,13.25,53,13
1781,446,East,Charlie,Jan,5,103,Commercial,Yes,Computer,12.3,41,11
1782,446,East,Charlie,Jan,5,103,Commercial,Yes,AirConditioner,37.2,93,10
1783,446,East,Charlie,Jan,5,103,Commercial,Yes,Fridge,36,72,19
1784,446,East,Charlie,Jan,5,103,Commercial,Yes,Television,14.5,58,5
1785,447,East,Diana,Feb,5,102.75,Residential,Yes,Computer,37.5,125,2
1786,447,East,Diana,Feb,5,102.75,Residential,Yes,AirConditioner,2,5,7
1787,447,East,Diana,Feb,5,102.75,Residential,Yes,Fridge,30,60,1
1788,447,East,Diana,Feb,5,102.75,Residential,Yes,Television,18.25,73,2
1789,448,South,Bob,Mar,4,56.1,Residential,Yes,Computer,27.3,91,26
1790,448,South,Bob,Mar,4,56.1,Residential,Yes,AirConditioner,42.8,107,4
1791,448,South,Bob,Mar,4,56.1,Residential,Yes,Fridge,21,42,17
1792,448,South,Bob,Mar,4,56.1,Residential,Yes,Television,15,60,0
1793,449,East,Alice,Mar,4,135.95,Residential,Yes,Computer,35.7,119,4
1794,449,East,Alice,Mar,4,135.95,Residential,Yes,AirConditioner,54,135,7
1795,449,East,Alice,Mar,4,135.95,Residential,Yes,Fridge,26.5,53,0
1796,449,East,Alice,Mar,4,135.95,Residential,Yes,Television,14.75,59,0
1797,450,South,Eve,Feb,1,106,Residential,Yes,Computer,46.5,155,6
1798,450,South,Eve,Feb,1,106,Residential,Yes,AirConditioner,18,45,11
1799,450,South,Eve,Feb,1,106,Residential,Yes,Fridge,3.5,7,8
1800,450,South,Eve,Feb,1,106,Residential,Yes,Television,27,108,2
1801,451,South,Charlie,Feb,2,100.95,Residential,Yes,Computer,13.8,46,9
1802,451,South,Charlie,Feb,2,100.95,Residential,Yes,AirConditioner,30.4,76,14
1803,451,South,Charlie,Feb,2,100.95,Residential,Yes,Fridge,39.5,79,2
1804,451,South,Charlie,Feb,2,100.95,Residential,Yes,Television,5.5,22,3
1805,452,South,Bob,Jan,1,105.1,Residential,Yes,Computer,10.5,35,9
1806,452,South,Bob,Jan,1,105.1,Residential,Yes,AirConditioner,7.6,19,18
1807,452,South,Bob,Jan,1,105.1,Residential,Yes,Fridge,17,34,1
1808,452,South,Bob,Jan,1,105.1,Residential,Yes,Television,2,8,13
1809,453,South,Charlie,Mar,5,72.85,Residential,Yes,Computer,43.8,146,18
1810,453,South,Charlie,Mar,5,72.85,Residential,Yes,AirConditioner,4.8,12,15
1811,453,South,Charlie,Mar,5,72.85,Residential,Yes,Fridge,41,82,3
1812,453,South,Charlie,Mar,5,72.85,Residential,Yes,Television,12.25,49,1
1813,454,South,Bob,Jan,2,88.7,Residential,Yes,Computer,21.9,73,24
1814,454,South,Bob,Jan,2,88.7,Residential,Yes,AirConditioner,16.8,42,13
1815,454,South,Bob,Jan,2,88.7,Residential,Yes,Fridge,1.5,3,15
1816,454,South,Bob,Jan,2,88.7,Residential,Yes,Television,10.5,42,8
1817,455,North,Bob,Jan,3,96.75,Commercial,No,Computer,24.3,81,25
1818,455,North,Bob,Jan,3,96.75,Commercial,No,AirConditioner,47.2,118,6
1819,455,North,Bob,Jan,3,96.75,Commercial,No,Fridge,39.5,79,0
1820,455,North,Bob,Jan,3,96.75,Commercial,No,Television,6.75,27,14
1821,456,East,Alice,Jan,2,198.65,Corporate,Yes,Computer,47.1,157,27
1822,456,East,Alice,Jan,2,198.65,Corporate,Yes,AirConditioner,34.8,87,7
1823,456,East,Alice,Jan,2,198.65,Corporate,Yes,Fridge,28,56,8
1824,456,East,Alice,Jan,2,198.65,Corporate,Yes,Television,9.75,39,10
1825,457,South,Charlie,Mar,4,158.55,Residential,No,Computer,57.3,191,3
1826,457,South,Charlie,Mar,4,158.55,Residential,No,AirConditioner,24,60,6
1827,457,South,Charlie,Mar,4,158.55,Residential,No,Fridge,6.5,13,7
1828,457,South,Charlie,Mar,4,158.55,Residential,No,Television,20.75,83,7
1829,458,West,Charlie,Jan,5,59.05,Residential,Yes,Computer,34.5,115,9
1830,458,West,Charlie,Jan,5,59.05,Residential,Yes,AirConditioner,42.8,107,17
1831,458,West,Charlie,Jan,5,59.05,Residential,Yes,Fridge,27.5,55,5
1832,458,West,Charlie,Jan,5,59.05,Residential,Yes,Television,6.25,25,11
1833,459,East,Eve,Jan,2,164.8,Residential,Yes,Computer,28.5,95,17
1834,459,East,Eve,Jan,2,164.8,Residential,Yes,AirConditioner,56.8,142,23
1835,459,East,Eve,Jan,2,164.8,Residential,Yes,Fridge,5,10,19
1836,459,East,Eve,Jan,2,164.8,Residential,Yes,Television,9.5,38,12
1837,460,East,Eve,Jan,5,73.25,Corporate,Yes,Computer,50.1,167,2
1838,460,East,Eve,Jan,5,73.25,Corporate,Yes,AirConditioner,42.4,106,5
1839,460,East,Eve,Jan,5,73.25,Corporate,Yes,Fridge,13.5,27,17
1840,460,East,Eve,Jan,5,73.25,Corporate,Yes,Television,21.25,85,2
1841,461,South,Alice,Jan,2,49.4,Commercial,Yes,Computer,18.6,62,20
1842,461,South,Alice,Jan,2,49.4,Commercial,Yes,AirConditioner,32.8,82,18
1843,461,South,Alice,Jan,2,49.4,Commercial,Yes,Fridge,21,42,15
1844,461,South,Alice,Jan,2,49.4,Commercial,Yes,Television,6,24,6
1845,462,North,Alice,Jan,3,-5.9,Residential,Yes,Computer,30.3,101,2
1846,462,North,Alice,Jan,3,-5.9,Residential,Yes,AirConditioner,34.8,87,3
1847,462,North,Alice,Jan,3,-5.9,Residential,Yes,Fridge,17,34,7
1848,462,North,Alice,Jan,3,-5.9,Residential,Yes,Television,6,24,3
1849,463,South,Diana,Jan,5,71,Residential,No,Computer,32.4,108,4
1850,463,South,Diana,Jan,5,71,Residential,No,AirConditioner,13.6,34,22
1851,463,South,Diana,Jan,5,71,Residential,No,Fridge,45,90,3
1852,463,South,Diana,Jan,5,71,Residential,No,Television,15,60,4
1853,464,North,Eve,Mar,2,21.35,Residential,No,Computer,6,20,15
1854,464,North,Eve,Mar,2,21.35,Residential,No,AirConditioner,3.6,9,2
1855,464,North,Eve,Mar,2,21.35,Residential,No,Fridge,15,30,2
1856,464,North,Eve,Mar,2,21.35,Residential,No,Television,20.75,83,3
1857,465,West,Bob,Jan,2,74.7,Residential,Yes,Computer,12,40,19
1858,465,West,Bob,Jan,2,74.7,Residential,Yes,AirConditioner,49.2,123,16
1859,465,West,Bob,Jan,2,74.7,Residential,Yes,Fridge,40,80,14
1860,465,West,Bob,Jan,2,74.7,Residential,Yes,Television,12.5,50,8
1861,466,East,Charlie,Feb,1,156.05,Corporate,Yes,Computer,55.8,186,12
1862,466,East,Charlie,Feb,1,156.05,Corporate,Yes,AirConditioner,14,35,21
1863,466,East,Charlie,Feb,1,156.05,Corporate,Yes,Fridge,2.5,5,5
1864,466,East,Charlie,Feb,1,156.05,Corporate,Yes,Television,27.75,111,10
1865,467,West,Alice,Jan,1,43.5,Corporate,Yes,Computer,32.7,109,10
1866,467,West,Alice,Jan,1,43.5,Corporate,Yes,AirConditioner,10.8,27,18
1867,467,West,Alice,Jan,1,43.5,Corporate,Yes,Fridge,46.5,93,0
1868,467,West,Alice,Jan,1,43.5,Corporate,Yes,Television,16.5,66,6
1869,468,North,Charlie,Jan,2,120.1,Residential,Yes,Computer,28.8,96,25
1870,468,North,Charlie,Jan,2,120.1,Residential,Yes,AirConditioner,20.8,52,14
1871,468,North,Charlie,Jan,2,120.1,Residential,Yes,Fridge,43,86,17
1872,468,North,Charlie,Jan,2,120.1,Residential,Yes,Television,3.5,14,12
1873,469,North,Charlie,Mar,1,128.75,Commercial,Yes,Computer,46.8,156,12
1874,469,North,Charlie,Mar,1,128.75,Commercial,Yes,AirConditioner,45.2,113,5
1875,469,North,Charlie,Mar,1,128.75,Commercial,Yes,Fridge,40.5,81,10
1876,469,North,Charlie,Mar,1,128.75,Commercial,Yes,Television,13.25,53,3
1877,470,West,Diana,Mar,2,162.3,Residential,Yes,Computer,44.7,149,18
1878,470,West,Diana,Mar,2,162.3,Residential,Yes,AirConditioner,17.6,44,11
1879,470,West,Diana,Mar,2,162.3,Residential,Yes,Fridge,32,64,2
1880,470,West,Diana,Mar,2,162.3,Residential,Yes,Television,8,32,12
1881,471,North,Eve,Feb,2,-19.8,Residential,Yes,Computer,7.2,24,27
1882,471,North,Eve,Feb,2,-19.8,Residential,Yes,AirConditioner,4,10,18
1883,471,North,Eve,Feb,2,-19.8,Residential,Yes,Fridge,14.5,29,12
1884,471,North,Eve,Feb,2,-19.8,Residential,Yes,Television,26.5,106,7
1885,472,West,Alice,Feb,1,127.7,Corporate,Yes,Computer,50.4,168,5
1886,472,West,Alice,Feb,1,127.7,Corporate,Yes,AirConditioner,16.8,42,5
1887,472,West,Alice,Feb,1,127.7,Corporate,Yes,Fridge,23.5,47,16
1888,472,West,Alice,Feb,1,127.7,Corporate,Yes,Television,24,96,1
1889,473,East,Charlie,Mar,3,143.6,Commercial,Yes,Computer,54,180,23
1890,473,East,Charlie,Mar,3,143.6,Commercial,Yes,AirConditioner,41.6,104,10
1891,473,East,Charlie,Mar,3,143.6,Commercial,Yes,Fridge,47,94,17
1892,473,East,Charlie,Mar,3,143.6,Commercial,Yes,Television,23,92,6
1893,474,West,Alice,Mar,1,-7.1,Residential,Yes,Computer,33,110,12
1894,474,West,Alice,Mar,1,-7.1,Residential,Yes,AirConditioner,12.4,31,19
1895,474,West,Alice,Mar,1,-7.1,Residential,Yes,Fridge,13.5,27,13
1896,474,West,Alice,Mar,1,-7.1,Residential,Yes,Television,12,48,10
1897,475,East,Bob,Jan,3,127.65,Residential,Yes,Computer,52.2,174,27
1898,475,East,Bob,Jan,3,127.65,Residential,Yes,AirConditioner,29.2,73,19
1899,475,East,Bob,Jan,3,127.65,Residential,Yes,Fridge,31.5,63,6
1900,475,East,Bob,Jan,3,127.65,Residential,Yes,Television,9.75,39,0
1901,476,West,Diana,Mar,2,98.8,Corporate,No,Computer,11.4,38,3
1902,476,West,Diana,Mar,2,98.8,Corporate,No,AirConditioner,24.4,61,9
1903,476,West,Diana,Mar,2,98.8,Corporate,No,Fridge,23,46,6
1904,476,West,Diana,Mar,2,98.8,Corporate,No,Television,10,40,7
1905,477,North,Bob,Feb,2,105.3,Commercial,Yes,Computer,36.9,123,24
1906,477,North,Bob,Feb,2,105.3,Commercial,Yes,AirConditioner,8.4,21,15
1907,477,North,Bob,Feb,2,105.3,Commercial,Yes,Fridge,49.5,99,13
1908,477,North,Bob,Feb,2,105.3,Commercial,Yes,Television,10.5,42,12
1909,478,West,Alice,Jan,2,188.55,Residential,No,Computer,34.8,116,21
1910,478,West,Alice,Jan,2,188.55,Residential,No,AirConditioner,30,75,17
1911,478,West,Alice,Jan,2,188.55,Residential,No,Fridge,24,48,14
1912,478,West,Alice,Jan,2,188.55,Residential,No,Television,27.75,111,13
1913,479,North,Alice,Feb,3,10.3,Residential,No,Computer,48.9,163,4
1914,479,North,Alice,Feb,3,10.3,Residential,No,AirConditioner,20.4,51,13
1915,479,North,Alice,Feb,3,10.3,Residential,No,Fridge,8,16,11
1916,479,North,Alice,Feb,3,10.3,Residential,No,Television,26,104,11
1917,480,West,Eve,Jan,2,77.55,Residential,No,Computer,35.1,117,18
1918,480,West,Eve,Jan,2,77.55,Residential,No,AirConditioner,33.2,83,3
1919,480,West,Eve,Jan,2,77.55,Residential,No,Fridge,5,10,11
1920,480,West,Eve,Jan,2,77.55,Residential,No,Television,19.25,77,13
1921,481,West,Charlie,Mar,5,100.95,Corporate,No,Computer,31.38,104.59,4
1922,481,West,Charlie,Mar,5,100.95,Corporate,No,AirConditioner,30.4,76,11
1923,481,West,Charlie,Mar,5,100.95,Corporate,No,Fridge,25,50,7
1924,481,West,Charlie,Mar,5,100.95,Corporate,No,Television,19,76,12
1925,482,South,Charlie,Feb,4,-27.3,Commercial,No,Computer,27.9,93,20
1926,482,South,Charlie,Feb,4,-27.3,Commercial,No,AirConditioner,6.8,17,19
1927,482,South,Charlie,Feb,4,-27.3,Commercial,No,Fridge,8,16,15
1928,482,South,Charlie,Feb,4,-27.3,Commercial,No,Television,2,8,14
1929,483,North,Bob,Jan,3,18.65,Residential,No,Computer,7.2,24,13
1930,483,North,Bob,Jan,3,18.65,Residential,No,AirConditioner,57.2,143,22
1931,483,North,Bob,Jan,3,18.65,Residential,No,Fridge,33.5,67,8
1932,483,North,Bob,Jan,3,18.65,Residential,No,Television,19.75,79,5
1933,484,South,Diana,Jan,5,153,Commercial,Yes,Computer,42.3,141,27
1934,484,South,Diana,Jan,5,153,Commercial,Yes,AirConditioner,51.2,128,20
1935,484,South,Diana,Jan,5,153,Commercial,Yes,Fridge,41,82,1
1936,484,South,Diana,Jan,5,153,Commercial,Yes,Television,6.5,26,11
1937,485,North,Charlie,Mar,2,184.9,Commercial,Yes,Computer,17.7,59,27
1938,485,North,Charlie,Mar,2,184.9,Commercial,Yes,AirConditioner,45.2,113,7
1939,485,North,Charlie,Mar,2,184.9,Commercial,Yes,Fridge,42,84,13
1940,485,North,Charlie,Mar,2,184.9,Commercial,Yes,Television,3,12,4
1941,486,South,Eve,Mar,4,69.35,Residential,No,Computer,52.5,175,3
1942,486,South,Eve,Mar,4,69.35,Residential,No,AirConditioner,37.6,94,6
1943,486,South,Eve,Mar,4,69.35,Residential,No,Fridge,4.5,9,15
1944,486,South,Eve,Mar,4,69.35,Residential,No,Television,10.75,43,8
1945,487,East,Bob,Mar,2,105.85,Residential,No,Computer,9.6,32,11
1946,487,East,Bob,Mar,2,105.85,Residential,No,AirConditioner,36,90,8
1947,487,East,Bob,Mar,2,105.85,Residential,No,Fridge,40.5,81,4
1948,487,East,Bob,Mar,2,105.85,Residential,No,Television,12.75,51,8
1949,488,West,Bob,Feb,2,50.3,Commercial,No,Computer,20.4,68,5
1950,488,West,Bob,Feb,2,50.3,Commercial,No,AirConditioner,38.4,96,23
1951,488,West,Bob,Feb,2,50.3,Commercial,No,Fridge,45,90,4
1952,488,West,Bob,Feb,2,50.3,Commercial,No,Television,27.5,110,2
1953,489,North,Eve,Jan,4,168.15,Commercial,No,Computer,29.7,99,18
1954,489,North,Eve,Jan,4,168.15,Commercial,No,AirConditioner,11.2,28,24
1955,489,North,Eve,Jan,4,168.15,Commercial,No,Fridge,25.5,51,19
1956,489,North,Eve,Jan,4,168.15,Commercial,No,Television,22.75,91,8
1957,490,North,Diana,Mar,5,53,Commercial,No,Computer,37.2,124,9
1958,490,North,Diana,Mar,5,53,Commercial,No,AirConditioner,30.8,77,16
1959,490,North,Diana,Mar,5,53,Commercial,No,Fridge,28.5,57,17
1960,490,North,Diana,Mar,5,53,Commercial,No,Television,20.5,82,12
1961,491,West,Eve,Feb,2,34.15,Corporate,No,Computer,25.2,84,0
1962,491,West,Eve,Feb,2,34.15,Corporate,No,AirConditioner,3.2,8,9
1963,491,West,Eve,Feb,2,34.15,Corporate,No,Fridge,7.5,15,17
1964,491,West,Eve,Feb,2,34.15,Corporate,No,Television,27.25,109,14
1965,492,North,Diana,Feb,4,84.8,Residential,No,Computer,49.5,165,22
1966,492,North,Diana,Feb,4,84.8,Residential,No,AirConditioner,46.8,117,2
1967,492,North,Diana,Feb,4,84.8,Residential,No,Fridge,37.5,75,4
1968,492,North,Diana,Feb,4,84.8,Residential,No,Television,25,100,12
1969,493,North,Eve,Feb,2,178.35,Residential,Yes,Computer,39.6,132,22
1970,493,North,Eve,Feb,2,178.35,Residential,Yes,AirConditioner,20,50,20
1971,493,North,Eve,Feb,2,178.35,Residential,Yes,Fridge,29,58,10
1972,493,North,Eve,Feb,2,178.35,Residential,Yes,Television,15.75,63,8
1973,494,South,Eve,Mar,2,115.55,Corporate,No,Computer,43.5,145,27
1974,494,South,Eve,Mar,2,115.55,Corporate,No,AirConditioner,8.8,22,24
1975,494,South,Eve,Mar,2,115.55,Corporate,No,Fridge,29,58,12
1976,494,South,Eve,Mar,2,115.55,Corporate,No,Television,12.25,49,1
1977,495,North,Alice,Mar,1,138.85,Residential,No,Computer,49.8,166,15
1978,495,North,Alice,Mar,1,138.85,Residential,No,AirConditioner,18.8,47,7
1979,495,North,Alice,Mar,1,138.85,Residential,No,Fridge,8.5,17,2
1980,495,North,Alice,Mar,1,138.85,Residential,No,Television,28.75,115,4
1981,496,East,Bob,Jan,4,206.45,Commercial,No,Computer,44.4,148,3
1982,496,East,Bob,Jan,4,206.45,Commercial,No,AirConditioner,38.8,97,13
1983,496,East,Bob,Jan,4,206.45,Commercial,No,Fridge,29.5,59,16
1984,496,East,Bob,Jan,4,206.45,Commercial,No,Television,6.75,27,10
1985,497,East,Eve,Jan,1,27.15,Commercial,No,Computer,8.1,27,8
1986,497,East,Eve,Jan,1,27.15,Commercial,No,AirConditioner,42.8,107,6
1987,497,East,Eve,Jan,1,27.15,Commercial,No,Fridge,30,60,17
1988,497,East,Eve,Jan,1,27.15,Commercial,No,Television,2.25,9,1
1989,498,West,Eve,Mar,5,228.05,Commercial,Yes,Computer,57.6,192,27
1990,498,West,Eve,Mar,5,228.05,Commercial,Yes,AirConditioner,51.2,128,15
1991,498,West,Eve,Mar,5,228.05,Commercial,Yes,Fridge,18.5,37,13
1992,498,West,Eve,Mar,5,228.05,Commercial,Yes,Television,29.75,119,0
1993,499,North,Charlie,Feb,1,60.05,Residential,Yes,Computer,17.7,59,17
1994,499,North,Charlie,Feb,1,60.05,Residential,Yes,AirConditioner,5.6,14,17
1995,499,North,Charlie,Feb,1,60.05,Residential,Yes,Fridge,45,90,11
1996,499,North,Charlie,Feb,1,60.05,Residential,Yes,Television,9.75,39,6
1997,500,West,Bob,Feb,1,186.85,Commercial,No,Computer,45.3,151,28
1998,500,West,Bob,Feb,1,186.85,Commercial,No,AirConditioner,30.8,77,10
1999,500,West,Bob,Feb,1,186.85,Commercial,No,Fridge,49.5,99,13
2000,500,West,Bob,Feb,1,186.85,Commercial,No,Television,16.25,65,3
2001,501,East,Charlie,Feb,2,97.85,Corporate,Yes,Computer,38.1,127,16
2002,501,East,Charlie,Feb,2,97.85,Corporate,Yes,AirConditioner,14,35,5
2003,501,East,Charlie,Feb,2,97.85,Corporate,Yes,Fridge,9,18,17
2004,501,East,Charlie,Feb,2,97.85,Corporate,Yes,Television,17.75,71,4
2005,502,North,Bob,Jan,4,60.9,Commercial,Yes,Computer,43.8,146,14
2006,502,North,Bob,Jan,4,60.9,Commercial,Yes,AirConditioner,25.6,64,19
2007,502,North,Bob,Jan,4,60.9,Commercial,Yes,Fridge,5,10,19
2008,502,North,Bob,Jan,4,60.9,Commercial,Yes,Television,22.5,90,3
2009,503,North,Charlie,Feb,1,87.65,Residential,Yes,Computer,44.4,148,18
2010,503,North,Charlie,Feb,1,87.65,Residential,Yes,AirConditioner,54,135,20
2011,503,North,Charlie,Feb,1,87.65,Residential,Yes,Fridge,47.5,95,1
2012,503,North,Charlie,Feb,1,87.65,Residential,Yes,Television,17.75,71,5
2013,504,West,Eve,Jan,3,83.4,Residential,No,Computer,35.1,117,6
2014,504,West,Eve,Jan,3,83.4,Residential,No,AirConditioner,48.8,122,13
2015,504,West,Eve,Jan,3,83.4,Residential,No,Fridge,44.5,89,6
2016,504,West,Eve,Jan,3,83.4,Residential,No,Television,29,116,10
2017,505,East,Eve,Jan,3,89.25,Residential,No,Computer,22.8,76,24
2018,505,East,Eve,Jan,3,89.25,Residential,No,AirConditioner,7.2,18,20
2019,505,East,Eve,Jan,3,89.25,Residential,No,Fridge,23.5,47,14
2020,505,East,Eve,Jan,3,89.25,Residential,No,Television,1.75,7,1
2021,506,North,Alice,Feb,2,253.3,Residential,No,Computer,57,190,17
2022,506,North,Alice,Feb,2,253.3,Residential,No,AirConditioner,58.8,147,12
2023,506,North,Alice,Feb,2,253.3,Residential,No,Fridge,48.5,97,9
2024,506,North,Alice,Feb,2,253.3,Residential,No,Television,18,72,7
2025,507,West,Charlie,Feb,1,101.2,Residential,No,Computer,52.8,176,5
2026,507,West,Charlie,Feb,1,101.2,Residential,No,AirConditioner,2.4,6,3
2027,507,West,Charlie,Feb,1,101.2,Residential,No,Fridge,21,42,14
2028,507,West,Charlie,Feb,1,101.2,Residential,No,Television,20,80,3
2029,508,East,Diana,Mar,5,138.05,Corporate,Yes,Computer,26.1,87,18
