ID,Index,Region,SalesRep,Month,CustomerRating,CustomerSegment,SalesTargetAchieved,Product,Sales,Profit,Discount%,Net Profit,,,,,
4612,1153,West,Charlie,Jan,3,Residential,No,Television,108,27,8,18.36,,,,,
4613,1154,South,Alice,Jan,3,Residential,No,Computer,76,22.8,13,12.92,,,,,
4614,1154,South,Alice,Jan,3,Residential,No,AirConditioner,63,25.2,10,18.9,,,,,
4615,1154,South,Alice,Jan,3,Residential,No,Fridge,18,9,3,8.46,,,,,
4616,1154,South,Alice,Jan,3,Residential,No,Television,64,16,12,8.32,,,,,
4629,1158,North,Charlie,Jan,2,Corporate,No,Computer,103,30.9,14,16.48,,,,,
4630,1158,North,Charlie,Jan,2,Corporate,No,AirConditioner,111,44.4,4,39.96,,,,,
4631,1158,North,Charlie,Jan,2,Corporate,No,Fridge,91,45.5,18,29.12,,,,,
4632,1158,North,Charlie,Jan,2,Corporate,No,Television,19,4.75,12,2.47,,,,,
4641,1161,West,Diana,Jan,4,Corporate,Yes,Computer,104.59,31.38,29,1.05,,,,,
4642,1161,West,Diana,Jan,4,Corporate,Yes,AirConditioner,75,30,21,14.25,,,,,
4643,1161,West,Diana,Jan,4,Corporate,Yes,Fridge,58,29,10,23.2,,,,,
4644,1161,West,Diana,Jan,4,Corporate,Yes,Television,87,21.75,10,13.05,,,,,
4645,1162,North,Bob,Jan,1,Residential,Yes,Computer,181,54.3,29,1.81,,,,,
4646,1162,North,Bob,Jan,1,Residential,Yes,AirConditioner,110,44,2,41.8,,,,,
4647,1162,North,Bob,Jan,1,Residential,Yes,Fridge,66,33,3,31.02,,,,,
4648,1162,North,Bob,Jan,1,Residential,Yes,Television,43,10.75,0,10.75,,,,,
4661,1166,South,Eve,Jan,4,Commercial,Yes,Computer,186,55.8,22,14.88,,,,,
4662,1166,South,Eve,Jan,4,Commercial,Yes,AirConditioner,39,15.6,22,7.02,,,,,
4663,1166,South,Eve,Jan,4,Commercial,Yes,Fridge,93,46.5,19,28.83,,,,,
4664,1166,South,Eve,Jan,4,Commercial,Yes,Television,72,18,5,14.4,,,,,
4669,1168,South,Bob,Jan,4,Corporate,Yes,Computer,66,19.8,0,19.8,,,,,
4670,1168,South,Bob,Jan,4,Corporate,Yes,AirConditioner,65,26,1,25.35,,,,,
4671,1168,South,Bob,Jan,4,Corporate,Yes,Fridge,58,29,15,20.3,,,,,
4672,1168,South,Bob,Jan,4,Corporate,Yes,Television,68,17,2,15.64,,,,,
4677,1170,East,Alice,Jan,1,Residential,No,Computer,93,27.9,24,5.58,,,,,
4678,1170,East,Alice,Jan,1,Residential,No,AirConditioner,125,50,16,30,,,,,
4679,1170,East,Alice,Jan,1,Residential,No,Fridge,11,5.5,19,3.41,,,,,
4680,1170,East,Alice,Jan,1,Residential,No,Television,44,11,2,10.12,,,,,
4681,1171,West,Bob,Jan,5,Commercial,No,Computer,194,58.2,4,50.44,,,,,
4682,1171,West,Bob,Jan,5,Commercial,No,AirConditioner,76,30.4,9,23.56,,,,,
4683,1171,West,Bob,Jan,5,Commercial,No,Fridge,65,32.5,7,27.95,,,,,
4684,1171,West,Bob,Jan,5,Commercial,No,Television,95,23.75,1,22.8,,,,,
4697,1175,North,Bob,Jan,5,Residential,No,Computer,133,39.9,16,18.62,,,,,
4698,1175,North,Bob,Jan,5,Residential,No,AirConditioner,136,54.4,2,51.68,,,,,
4699,1175,North,Bob,Jan,5,Residential,No,Fridge,89,44.5,9,36.49,,,,,
4700,1175,North,Bob,Jan,5,Residential,No,Television,63,15.75,8,10.71,,,,,
4701,1176,East,Charlie,Jan,2,Residential,Yes,Computer,109,32.7,2,30.52,,,,,
4702,1176,East,Charlie,Jan,2,Residential,Yes,AirConditioner,5,2,19,1.05,,,,,
4703,1176,East,Charlie,Jan,2,Residential,Yes,Fridge,23,11.5,4,10.58,,,,,
4704,1176,East,Charlie,Jan,2,Residential,Yes,Television,42,10.5,3,9.24,,,,,
4705,1177,East,Diana,Jan,2,Commercial,No,Computer,52,15.6,22,4.16,,,,,
4706,1177,East,Diana,Jan,2,Commercial,No,AirConditioner,135,54,23,22.95,,,,,
4707,1177,East,Diana,Jan,2,Commercial,No,Fridge,57,28.5,10,22.8,,,,,
4708,1177,East,Diana,Jan,2,Commercial,No,Television,64,16,5,12.8,,,,,
4717,1180,East,Charlie,Jan,1,Residential,Yes,Computer,164,49.2,13,27.88,,,,,
4718,1180,East,Charlie,Jan,1,Residential,Yes,AirConditioner,68,27.2,1,26.52,,,,,
4719,1180,East,Charlie,Jan,1,Residential,Yes,Fridge,4,2,2,1.92,,,,,
4720,1180,East,Charlie,Jan,1,Residential,Yes,Television,77,19.25,5,15.4,,,,,
4737,1185,West,Bob,Jan,3,Residential,No,Computer,143,42.9,10,28.6,,,,,
4738,1185,West,Bob,Jan,3,Residential,No,AirConditioner,39,15.6,21,7.41,,,,,
4739,1185,West,Bob,Jan,3,Residential,No,Fridge,50,25,13,18.5,,,,,
4740,1185,West,Bob,Jan,3,Residential,No,Television,114,28.5,6,21.66,,,,,
4745,1187,West,Bob,Jan,1,Residential,No,Computer,31,9.3,9,6.51,,,,,
4746,1187,West,Bob,Jan,1,Residential,No,AirConditioner,47,18.8,1,18.33,,,,,
4747,1187,West,Bob,Jan,1,Residential,No,Fridge,32,16,3,15.04,,,,,
4748,1187,West,Bob,Jan,1,Residential,No,Television,2,0.5,10,0.3,,,,,
4765,1192,East,Eve,Jan,3,Corporate,No,Computer,88,26.4,13,14.96,,,,,
4766,1192,East,Eve,Jan,3,Corporate,No,AirConditioner,148,59.2,1,57.72,,,,,
4767,1192,East,Eve,Jan,3,Corporate,No,Fridge,28,14,19,8.68,,,,,
4768,1192,East,Eve,Jan,3,Corporate,No,Television,102,25.5,9,16.32,,,,,
4769,1193,North,Alice,Jan,4,Commercial,Yes,Computer,99,29.7,24,5.94,,,,,
4770,1193,North,Alice,Jan,4,Commercial,Yes,AirConditioner,139,55.6,20,27.8,,,,,
4771,1193,North,Alice,Jan,4,Commercial,Yes,Fridge,52,26,2,24.96,,,,,
4772,1193,North,Alice,Jan,4,Commercial,Yes,Television,76,19,5,15.2,,,,,
4789,1198,East,Charlie,Jan,2,Corporate,Yes,Computer,69,20.7,13,11.73,,,,,
4790,1198,East,Charlie,Jan,2,Corporate,Yes,AirConditioner,64,25.6,3,23.68,,,,,
4791,1198,East,Charlie,Jan,2,Corporate,Yes,Fridge,8,4,1,3.92,,,,,
4792,1198,East,Charlie,Jan,2,Corporate,Yes,Television,17,4.25,14,1.87,,,,,
4797,1200,North,Alice,Jan,4,Residential,No,Computer,45,13.5,24,2.7,,,,,
4798,1200,North,Alice,Jan,4,Residential,No,AirConditioner,116,46.4,1,45.24,,,,,
4799,1200,North,Alice,Jan,4,Residential,No,Fridge,83,41.5,0,41.5,,,,,
4800,1200,North,Alice,Jan,4,Residential,No,Television,9,2.25,5,1.8,,,,,
4809,1203,West,Eve,Jan,3,Commercial,Yes,Computer,20,6,16,2.8,,,,,
4810,1203,West,Eve,Jan,3,Commercial,Yes,AirConditioner,111,44.4,9,34.41,,,,,
4811,1203,West,Eve,Jan,3,Commercial,Yes,Fridge,98,49,1,48.02,,,,,
4812,1203,West,Eve,Jan,3,Commercial,Yes,Television,59,14.75,0,14.75,,,,,
4821,1206,South,Bob,Jan,1,Corporate,No,Computer,48,14.4,12,8.64,,,,,
4822,1206,South,Bob,Jan,1,Corporate,No,AirConditioner,129,51.6,18,28.38,,,,,
4823,1206,South,Bob,Jan,1,Corporate,No,Fridge,21,10.5,16,7.14,,,,,
4824,1206,South,Bob,Jan,1,Corporate,No,Television,12,3,7,2.16,,,,,
4825,1207,North,Diana,Jan,2,Residential,Yes,Computer,148,44.4,5,37,,,,,
4826,1207,North,Diana,Jan,2,Residential,Yes,AirConditioner,138,55.2,22,24.84,,,,,
4827,1207,North,Diana,Jan,2,Residential,Yes,Fridge,46,23,17,15.18,,,,,
4828,1207,North,Diana,Jan,2,Residential,Yes,Television,119,29.75,9,19.04,,,,,
4845,1212,West,Diana,Jan,3,Corporate,Yes,Computer,150,45,23,10.5,,,,,
4846,1212,West,Diana,Jan,3,Corporate,Yes,AirConditioner,131,52.4,20,26.2,,,,,
4847,1212,West,Diana,Jan,3,Corporate,Yes,Fridge,27,13.5,7,11.61,,,,,
4848,1212,West,Diana,Jan,3,Corporate,Yes,Television,11,2.75,10,1.65,,,,,
4849,1213,South,Diana,Jan,1,Corporate,Yes,Computer,155,46.5,5,38.75,,,,,
4850,1213,South,Diana,Jan,1,Corporate,Yes,AirConditioner,139,55.6,22,25.02,,,,,
4851,1213,South,Diana,Jan,1,Corporate,Yes,Fridge,18,9,2,8.64,,,,,
4852,1213,South,Diana,Jan,1,Corporate,Yes,Television,8,2,7,1.44,,,,,
4865,1217,South,Eve,Jan,5,Residential,Yes,Computer,161,48.3,17,20.93,,,,,
4866,1217,South,Eve,Jan,5,Residential,Yes,AirConditioner,139,55.6,20,27.8,,,,,
4867,1217,South,Eve,Jan,5,Residential,Yes,Fridge,16,8,4,7.36,,,,,
4868,1217,South,Eve,Jan,5,Residential,Yes,Television,53,13.25,4,11.13,,,,,
4877,1220,East,Charlie,Jan,1,Residential,Yes,Computer,64,19.2,5,16,,,,,
4878,1220,East,Charlie,Jan,1,Residential,Yes,AirConditioner,7,2.8,11,2.03,,,,,
4879,1220,East,Charlie,Jan,1,Residential,Yes,Fridge,25,12.5,11,9.75,,,,,
4880,1220,East,Charlie,Jan,1,Residential,Yes,Television,99,24.75,5,19.8,,,,,
4893,1224,East,Charlie,Jan,2,Residential,No,Computer,24,7.2,4,6.24,,,,,
4894,1224,East,Charlie,Jan,2,Residential,No,AirConditioner,116,46.4,1,45.24,,,,,
4895,1224,East,Charlie,Jan,2,Residential,No,Fridge,8,4,15,2.8,,,,,
4896,1224,East,Charlie,Jan,2,Residential,No,Television,107,26.75,12,13.91,,,,,
4901,1226,South,Charlie,Jan,2,Residential,Yes,Computer,52,15.6,21,4.68,,,,,
4902,1226,South,Charlie,Jan,2,Residential,Yes,AirConditioner,138,55.2,2,52.44,,,,,
4903,1226,South,Charlie,Jan,2,Residential,Yes,Fridge,40,20,4,18.4,,,,,
4904,1226,South,Charlie,Jan,2,Residential,Yes,Television,57,14.25,10,8.55,,,,,
4905,1227,East,Bob,Jan,2,Commercial,Yes,Computer,168,50.4,1,48.72,,,,,
4906,1227,East,Bob,Jan,2,Commercial,Yes,AirConditioner,30,12,6,10.2,,,,,
4907,1227,East,Bob,Jan,2,Commercial,Yes,Fridge,52,26,4,23.92,,,,,
4908,1227,East,Bob,Jan,2,Commercial,Yes,Television,117,29.25,3,25.74,,,,,
4917,1230,East,Bob,Jan,3,Commercial,No,Computer,72,21.6,6,17.28,,,,,
4918,1230,East,Bob,Jan,3,Commercial,No,AirConditioner,96,38.4,22,17.28,,,,,
4919,1230,East,Bob,Jan,3,Commercial,No,Fridge,10,5,7,4.3,,,,,
4920,1230,East,Bob,Jan,3,Commercial,No,Television,31,7.75,3,6.82,,,,,
4941,1236,West,Alice,Jan,1,Residential,No,Computer,175,52.5,16,24.5,,,,,
4942,1236,West,Alice,Jan,1,Residential,No,AirConditioner,116,46.4,12,32.48,,,,,
4943,1236,West,Alice,Jan,1,Residential,No,Fridge,62,31,12,23.56,,,,,
4944,1236,West,Alice,Jan,1,Residential,No,Television,100,25,14,11,,,,,
4949,1238,West,Eve,Jan,4,Residential,Yes,Computer,66,19.8,15,9.9,,,,,
4950,1238,West,Eve,Jan,4,Residential,Yes,AirConditioner,116,46.4,22,20.88,,,,,
4951,1238,West,Eve,Jan,4,Residential,Yes,Fridge,48,24,19,14.88,,,,,
4952,1238,West,Eve,Jan,4,Residential,Yes,Television,37,9.25,10,5.55,,,,,
4957,1240,East,Diana,Jan,4,Residential,Yes,Computer,80,24,6,19.2,,,,,
4958,1240,East,Diana,Jan,4,Residential,Yes,AirConditioner,39,15.6,11,11.31,,,,,
4959,1240,East,Diana,Jan,4,Residential,Yes,Fridge,89,44.5,17,29.37,,,,,
4960,1240,East,Diana,Jan,4,Residential,Yes,Television,9,2.25,8,1.53,,,,,
4997,1250,West,Eve,Jan,3,Residential,Yes,Computer,52,15.6,3,14.04,,,,,
4998,1250,West,Eve,Jan,3,Residential,Yes,AirConditioner,55,22,23,9.35,,,,,
4999,1250,West,Eve,Jan,3,Residential,Yes,Fridge,86,43,5,38.7,,,,,
5000,1250,West,Eve,Jan,3,Residential,Yes,Television,27,6.75,11,3.78,,,,,
5021,1256,South,Diana,Jan,4,Commercial,Yes,Computer,142,42.6,14,22.72,,,,,
5022,1256,South,Diana,Jan,4,Commercial,Yes,AirConditioner,92,36.8,18,20.24,,,,,
5023,1256,South,Diana,Jan,4,Commercial,Yes,Fridge,26,13,8,10.92,,,,,
5024,1256,South,Diana,Jan,4,Commercial,Yes,Television,84,21,10,12.6,,,,,
5025,1257,South,Eve,Jan,4,Residential,Yes,Computer,148,44.4,26,5.92,,,,,
5026,1257,South,Eve,Jan,4,Residential,Yes,AirConditioner,84,33.6,10,25.2,,,,,
5027,1257,South,Eve,Jan,4,Residential,Yes,Fridge,9,4.5,11,3.51,,,,,
5028,1257,South,Eve,Jan,4,Residential,Yes,Television,45,11.25,4,9.45,,,,,
5033,1259,West,Charlie,Jan,2,Commercial,No,Computer,43,12.9,26,1.72,,,,,
5034,1259,West,Charlie,Jan,2,Commercial,No,AirConditioner,51,20.4,15,12.75,,,,,
5035,1259,West,Charlie,Jan,2,Commercial,No,Fridge,39,19.5,5,17.55,,,,,
5036,1259,West,Charlie,Jan,2,Commercial,No,Television,66,16.5,3,14.52,,,,,
5037,1260,East,Diana,Jan,1,Commercial,No,Computer,129,38.7,10,25.8,,,,,
5038,1260,East,Diana,Jan,1,Commercial,No,AirConditioner,42,16.8,9,13.02,,,,,
5039,1260,East,Diana,Jan,1,Commercial,No,Fridge,70,35,3,32.9,,,,,
5040,1260,East,Diana,Jan,1,Commercial,No,Television,32,8,8,5.44,,,,,
5045,1262,East,Eve,Jan,3,Commercial,No,Computer,139,41.7,22,11.12,,,,,
5046,1262,East,Eve,Jan,3,Commercial,No,AirConditioner,19,7.6,15,4.75,,,,,
5047,1262,East,Eve,Jan,3,Commercial,No,Fridge,88,44,17,29.04,,,,,
5048,1262,East,Eve,Jan,3,Commercial,No,Television,9,2.25,12,1.17,,,,,
5065,1267,East,Eve,Jan,5,Commercial,No,Computer,77,23.1,5,19.25,,,,,
5066,1267,East,Eve,Jan,5,Commercial,No,AirConditioner,100,40,20,20,,,,,
5067,1267,East,Eve,Jan,5,Commercial,No,Fridge,17,8.5,7,7.31,,,,,
5068,1267,East,Eve,Jan,5,Commercial,No,Television,1,0.25,6,0.19,,,,,
5085,1272,South,Eve,Jan,4,Residential,No,Computer,91,27.3,7,20.93,,,,,
5086,1272,South,Eve,Jan,4,Residential,No,AirConditioner,75,30,1,29.25,,,,,
5087,1272,South,Eve,Jan,4,Residential,No,Fridge,91,45.5,13,33.67,,,,,
5088,1272,South,Eve,Jan,4,Residential,No,Television,65,16.25,14,7.15,,,,,
5093,1274,East,Bob,Jan,2,Commercial,Yes,Computer,39,11.7,0,11.7,,,,,
5094,1274,East,Bob,Jan,2,Commercial,Yes,AirConditioner,99,39.6,16,23.76,,,,,
5095,1274,East,Bob,Jan,2,Commercial,Yes,Fridge,11,5.5,7,4.73,,,,,
5096,1274,East,Bob,Jan,2,Commercial,Yes,Television,73,18.25,4,15.33,,,,,
5097,1275,East,Bob,Jan,1,Corporate,No,Computer,135,40.5,18,16.2,,,,,
5098,1275,East,Bob,Jan,1,Corporate,No,AirConditioner,122,48.8,12,34.16,,,,,
5099,1275,East,Bob,Jan,1,Corporate,No,Fridge,40,20,6,17.6,,,,,
5100,1275,East,Bob,Jan,1,Corporate,No,Television,94,23.5,1,22.56,,,,,
5141,1286,South,Diana,Jan,2,Residential,Yes,Computer,191,57.3,0,57.3,,,,,
5142,1286,South,Diana,Jan,2,Residential,Yes,AirConditioner,113,45.2,23,19.21,,,,,
5143,1286,South,Diana,Jan,2,Residential,Yes,Fridge,22,11,5,9.9,,,,,
5144,1286,South,Diana,Jan,2,Residential,Yes,Television,7,1.75,10,1.05,,,,,
5149,1288,South,Eve,Jan,2,Corporate,Yes,Computer,89,26.7,9,18.69,,,,,
5150,1288,South,Eve,Jan,2,Corporate,Yes,AirConditioner,83,33.2,22,14.94,,,,,
5151,1288,South,Eve,Jan,2,Corporate,Yes,Fridge,88,44,4,40.48,,,,,
5152,1288,South,Eve,Jan,2,Corporate,Yes,Television,13,3.25,7,2.34,,,,,
5157,1290,North,Eve,Jan,5,Residential,Yes,Computer,74,22.2,9,15.54,,,,,
5158,1290,North,Eve,Jan,5,Residential,Yes,AirConditioner,23,9.2,19,4.83,,,,,
5159,1290,North,Eve,Jan,5,Residential,Yes,Fridge,9,4.5,8,3.78,,,,,
5160,1290,North,Eve,Jan,5,Residential,Yes,Television,114,28.5,9,18.24,,,,,
5169,1293,West,Bob,Jan,2,Residential,Yes,Computer,172,51.6,8,37.84,,,,,
5170,1293,West,Bob,Jan,2,Residential,Yes,AirConditioner,28,11.2,22,5.04,,,,,
5171,1293,West,Bob,Jan,2,Residential,Yes,Fridge,47,23.5,15,16.45,,,,,
5172,1293,West,Bob,Jan,2,Residential,Yes,Television,36,9,12,4.68,,,,,
5185,1297,East,Charlie,Jan,1,Corporate,Yes,Computer,90,27,1,26.1,,,,,
5186,1297,East,Charlie,Jan,1,Corporate,Yes,AirConditioner,59,23.6,0,23.6,,,,,
5187,1297,East,Charlie,Jan,1,Corporate,Yes,Fridge,76,38,15,26.6,,,,,
5188,1297,East,Charlie,Jan,1,Corporate,Yes,Television,96,24,9,15.36,,,,,
5205,1302,West,Bob,Jan,2,Corporate,No,Computer,165,49.5,18,19.8,,,,,
5206,1302,West,Bob,Jan,2,Corporate,No,AirConditioner,135,54,3,49.95,,,,,
5207,1302,West,Bob,Jan,2,Corporate,No,Fridge,80,40,16,27.2,,,,,
5208,1302,West,Bob,Jan,2,Corporate,No,Television,71,17.75,12,9.23,,,,,
5217,1305,South,Eve,Jan,4,Residential,No,Computer,140,42,18,16.8,,,,,
5218,1305,South,Eve,Jan,4,Residential,No,AirConditioner,96,38.4,1,37.44,,,,,
5219,1305,South,Eve,Jan,4,Residential,No,Fridge,98,49,12,37.24,,,,,
5220,1305,South,Eve,Jan,4,Residential,No,Television,67,16.75,10,10.05,,,,,
5233,1309,North,Alice,Jan,2,Commercial,Yes,Computer,184,55.2,1,53.36,,,,,
5234,1309,North,Alice,Jan,2,Commercial,Yes,AirConditioner,132,52.8,10,39.6,,,,,
5235,1309,North,Alice,Jan,2,Commercial,Yes,Fridge,3,1.5,13,1.11,,,,,
5236,1309,North,Alice,Jan,2,Commercial,Yes,Television,100,25,9,16,,,,,
5241,1311,East,Alice,Jan,3,Residential,Yes,Computer,103,30.9,11,19.57,,,,,
5242,1311,East,Alice,Jan,3,Residential,Yes,AirConditioner,48,19.2,13,12.96,,,,,
5243,1311,East,Alice,Jan,3,Residential,Yes,Fridge,53,26.5,4,24.38,,,,,
5244,1311,East,Alice,Jan,3,Residential,Yes,Television,96,24,6,18.24,,,,,
5245,1312,South,Bob,Jan,4,Commercial,Yes,Computer,169,50.7,4,43.94,,,,,
5246,1312,South,Bob,Jan,4,Commercial,Yes,AirConditioner,137,54.8,2,52.06,,,,,
5247,1312,South,Bob,Jan,4,Commercial,Yes,Fridge,66,33,13,24.42,,,,,
5248,1312,South,Bob,Jan,4,Commercial,Yes,Television,93,23.25,13,11.16,,,,,
5253,1314,North,Eve,Jan,2,Commercial,Yes,Computer,179,53.7,26,7.16,,,,,
5254,1314,North,Eve,Jan,2,Commercial,Yes,AirConditioner,33,13.2,0,13.2,,,,,
5255,1314,North,Eve,Jan,2,Commercial,Yes,Fridge,89,44.5,3,41.83,,,,,
5256,1314,North,Eve,Jan,2,Commercial,Yes,Television,85,21.25,1,20.4,,,,,
5269,1318,West,Bob,Jan,3,Residential,Yes,Computer,138,41.4,10,27.6,,,,,
5270,1318,West,Bob,Jan,3,Residential,Yes,AirConditioner,126,50.4,15,31.5,,,,,
5271,1318,West,Bob,Jan,3,Residential,Yes,Fridge,78,39,12,29.64,,,,,
5272,1318,West,Bob,Jan,3,Residential,Yes,Television,19,4.75,10,2.85,,,,,
5293,1324,South,Charlie,Jan,4,Residential,Yes,Computer,167,50.1,9,35.07,,,,,
5294,1324,South,Charlie,Jan,4,Residential,Yes,AirConditioner,77,30.8,3,28.49,,,,,
5295,1324,South,Charlie,Jan,4,Residential,Yes,Fridge,54,27,19,16.74,,,,,
5296,1324,South,Charlie,Jan,4,Residential,Yes,Television,44,11,4,9.24,,,,,
5301,1326,North,Alice,Jan,2,Commercial,No,Computer,61,18.3,13,10.37,,,,,
5302,1326,North,Alice,Jan,2,Commercial,No,AirConditioner,110,44,22,19.8,,,,,
5303,1326,North,Alice,Jan,2,Commercial,No,Fridge,98,49,16,33.32,,,,,
5304,1326,North,Alice,Jan,2,Commercial,No,Television,65,16.25,0,16.25,,,,,
5305,1327,North,Diana,Jan,1,Residential,No,Computer,100,30,4,26,,,,,
5306,1327,North,Diana,Jan,1,Residential,No,AirConditioner,81,32.4,3,29.97,,,,,
5307,1327,North,Diana,Jan,1,Residential,No,Fridge,39,19.5,14,14.04,,,,,
5308,1327,North,Diana,Jan,1,Residential,No,Television,112,28,13,13.44,,,,,
5313,1329,South,Charlie,Jan,2,Commercial,Yes,Computer,31,9.3,4,8.06,,,,,
5314,1329,South,Charlie,Jan,2,Commercial,Yes,AirConditioner,95,38,21,18.05,,,,,
5315,1329,South,Charlie,Jan,2,Commercial,Yes,Fridge,78,39,5,35.1,,,,,
5316,1329,South,Charlie,Jan,2,Commercial,Yes,Television,56,14,7,10.08,,,,,
5317,1330,North,Eve,Jan,2,Residential,No,Computer,43,12.9,15,6.45,,,,,
5318,1330,North,Eve,Jan,2,Residential,No,AirConditioner,12,4.8,16,2.88,,,,,
5319,1330,North,Eve,Jan,2,Residential,No,Fridge,63,31.5,5,28.35,,,,,
5320,1330,North,Eve,Jan,2,Residential,No,Television,79,19.75,9,12.64,,,,,
5325,1332,South,Alice,Jan,3,Commercial,No,Computer,58,17.4,4,15.08,,,,,
5326,1332,South,Alice,Jan,3,Commercial,No,AirConditioner,68,27.2,1,26.52,,,,,
5327,1332,South,Alice,Jan,3,Commercial,No,Fridge,36,18,3,16.92,,,,,
5328,1332,South,Alice,Jan,3,Commercial,No,Television,28,7,2,6.44,,,,,
5349,1338,South,Eve,Jan,2,Residential,Yes,Computer,133,39.9,17,17.29,,,,,
5350,1338,South,Eve,Jan,2,Residential,Yes,AirConditioner,33,13.2,17,7.59,,,,,
5351,1338,South,Eve,Jan,2,Residential,Yes,Fridge,71,35.5,0,35.5,,,,,
5352,1338,South,Eve,Jan,2,Residential,Yes,Television,100,25,8,17,,,,,
5353,1339,South,Charlie,Jan,2,Residential,Yes,Computer,177,53.1,27,5.31,,,,,
5354,1339,South,Charlie,Jan,2,Residential,Yes,AirConditioner,99,39.6,20,19.8,,,,,
5355,1339,South,Charlie,Jan,2,Residential,Yes,Fridge,89,44.5,17,29.37,,,,,
5356,1339,South,Charlie,Jan,2,Residential,Yes,Television,110,27.5,3,24.2,,,,,
5357,1340,South,Charlie,Jan,3,Residential,No,Computer,54,16.2,9,11.34,,,,,
5358,1340,South,Charlie,Jan,3,Residential,No,AirConditioner,45,18,3,16.65,,,,,
5359,1340,South,Charlie,Jan,3,Residential,No,Fridge,35,17.5,11,13.65,,,,,
5360,1340,South,Charlie,Jan,3,Residential,No,Television,13,3.25,13,1.56,,,,,
5365,1342,West,Eve,Jan,5,Residential,No,Computer,114,34.2,29,1.14,,,,,
5366,1342,West,Eve,Jan,5,Residential,No,AirConditioner,6,2.4,4,2.16,,,,,
5367,1342,West,Eve,Jan,5,Residential,No,Fridge,19,9.5,0,9.5,,,,,
5368,1342,West,Eve,Jan,5,Residential,No,Television,16,4,14,1.76,,,,,
5373,1344,North,Eve,Jan,4,Corporate,Yes,Computer,155,46.5,21,13.95,,,,,
5374,1344,North,Eve,Jan,4,Corporate,Yes,AirConditioner,84,33.6,9,26.04,,,,,
5375,1344,North,Eve,Jan,4,Corporate,Yes,Fridge,85,42.5,14,30.6,,,,,
5376,1344,North,Eve,Jan,4,Corporate,Yes,Television,105,26.25,10,15.75,,,,,
5389,1348,East,Diana,Jan,4,Residential,No,Computer,143,42.9,26,5.72,,,,,
5390,1348,East,Diana,Jan,4,Residential,No,AirConditioner,21,8.4,24,3.36,,,,,
5391,1348,East,Diana,Jan,4,Residential,No,Fridge,29,14.5,11,11.31,,,,,
5392,1348,East,Diana,Jan,4,Residential,No,Television,80,20,7,14.4,,,,,
5409,1353,East,Charlie,Jan,3,Commercial,Yes,Computer,138,41.4,26,5.52,,,,,
5410,1353,East,Charlie,Jan,3,Commercial,Yes,AirConditioner,92,36.8,21,17.48,,,,,
5411,1353,East,Charlie,Jan,3,Commercial,Yes,Fridge,96,48,14,34.56,,,,,
5412,1353,East,Charlie,Jan,3,Commercial,Yes,Television,52,13,4,10.92,,,,,
5417,1355,South,Eve,Jan,2,Residential,Yes,Computer,46,13.8,19,5.06,,,,,
5418,1355,South,Eve,Jan,2,Residential,Yes,AirConditioner,134,53.6,17,30.82,,,,,
5419,1355,South,Eve,Jan,2,Residential,Yes,Fridge,12,6,10,4.8,,,,,
5420,1355,South,Eve,Jan,2,Residential,Yes,Television,117,29.25,4,24.57,,,,,
5421,1356,West,Eve,Jan,4,Corporate,Yes,Computer,174,52.2,2,48.72,,,,,
5422,1356,West,Eve,Jan,4,Corporate,Yes,AirConditioner,82,32.8,7,27.06,,,,,
5423,1356,West,Eve,Jan,4,Corporate,Yes,Fridge,53,26.5,13,19.61,,,,,
5424,1356,West,Eve,Jan,4,Corporate,Yes,Television,63,15.75,11,8.82,,,,,
5425,1357,West,Bob,Jan,2,Corporate,Yes,Computer,134,40.2,15,20.1,,,,,
5426,1357,West,Bob,Jan,2,Corporate,Yes,AirConditioner,8,3.2,5,2.8,,,,,
5427,1357,West,Bob,Jan,2,Corporate,Yes,Fridge,21,10.5,12,7.98,,,,,
5428,1357,West,Bob,Jan,2,Corporate,Yes,Television,76,19,0,19,,,,,
5437,1360,East,Alice,Jan,4,Residential,No,Computer,81,24.3,28,1.62,,,,,
5438,1360,East,Alice,Jan,4,Residential,No,AirConditioner,138,55.2,4,49.68,,,,,
5439,1360,East,Alice,Jan,4,Residential,No,Fridge,89,44.5,18,28.48,,,,,
5440,1360,East,Alice,Jan,4,Residential,No,Television,117,29.25,9,18.72,,,,,
5445,1362,South,Bob,Jan,4,Commercial,Yes,Computer,134,40.2,29,1.34,,,,,
5446,1362,South,Bob,Jan,4,Commercial,Yes,AirConditioner,142,56.8,21,26.98,,,,,
5447,1362,South,Bob,Jan,4,Commercial,Yes,Fridge,86,43,3,40.42,,,,,
5448,1362,South,Bob,Jan,4,Commercial,Yes,Television,105,26.25,4,22.05,,,,,
5457,1365,West,Alice,Jan,2,Residential,Yes,Computer,39,11.7,16,5.46,,,,,
5458,1365,West,Alice,Jan,2,Residential,Yes,AirConditioner,135,54,21,25.65,,,,,
5459,1365,West,Alice,Jan,2,Residential,Yes,Fridge,93,46.5,4,42.78,,,,,
5460,1365,West,Alice,Jan,2,Residential,Yes,Television,57,14.25,3,12.54,,,,,
5477,1370,South,Alice,Jan,2,Residential,Yes,Computer,161,48.3,7,37.03,,,,,
5478,1370,South,Alice,Jan,2,Residential,Yes,AirConditioner,105,42,0,42,,,,,
5479,1370,South,Alice,Jan,2,Residential,Yes,Fridge,9,4.5,11,3.51,,,,,
